;brain ID;slice ID;tumorArea;tumorStd;tumorMean;tumorMedian;brainArea;brainMean;brainMedian;contrast
80;0;111;48;10.980096;214.75;215.5;10992;135.36769;135.0;79.38231
81;0;112;14;11.784849;209.78572;209.5;10652;135.18283;136.0;74.60289
82;1;28;29;44.524307;452.0;448.0;6721;323.1575;327.0;128.8425
83;1;29;86;37.33281;498.65115;503.0;7074;324.2523;331.0;174.39886
84;1;30;109;34.146286;496.70642;502.0;7458;326.10696;332.0;170.59946
85;1;31;148;34.640804;502.1216;504.5;7797;327.7589;334.0;174.3627
86;1;32;228;35.746563;513.8553;514.0;8100;327.46063;333.0;186.39465
87;1;33;315;38.522404;513.3365;516.0;8435;325.89175;332.0;187.44473
88;1;34;425;41.92298;517.8918;524.0;8904;321.6456;332.0;196.24619
89;1;35;532;45.03256;530.1823;534.5;9305;318.7237;331.0;211.45862
90;1;36;618;48.65669;536.1359;537.0;9675;319.15216;331.0;216.98376
91;1;37;751;52.666473;541.6365;540.0;10031;319.14786;332.0;222.48862
92;1;38;854;61.010975;555.02576;550.0;10452;317.1194;332.0;237.90637
93;1;39;952;70.25628;564.0714;557.0;10893;315.38477;331.0;248.68665
94;1;40;1082;75.26782;567.41864;559.0;11348;314.6842;332.0;252.73444
95;1;41;1159;88.644;578.0561;567.0;11756;316.32858;333.0;261.7275
96;1;42;1211;86.60849;581.9604;569.0;12144;315.93927;333.0;266.02112
97;1;43;1299;89.198555;569.4134;556.0;12604;312.9694;331.0;256.444
98;1;44;1365;104.36598;561.3905;549.0;13185;309.5325;325.0;251.858
99;1;45;1489;111.86478;555.92346;544.0;13761;306.3586;320.0;249.56485
100;1;46;1657;112.94642;549.4659;531.0;14239;305.5921;316.0;243.87378
101;1;47;1753;119.554596;552.4524;527.0;14719;308.8985;316.0;243.5539
102;1;48;1859;120.3063;555.05273;533.0;15238;311.9751;316.0;243.07764
103;1;49;1962;116.87946;555.472;540.0;15789;312.86072;313.0;242.61127
104;1;50;2019;121.71859;555.16;546.0;16379;312.11566;312.0;243.04431
105;1;51;2057;124.21458;552.7832;539.0;16855;311.17664;310.0;241.60657
106;1;52;2082;122.3961;548.7233;532.5;17337;310.02283;308.0;238.7005
107;1;53;2105;124.97169;544.61804;526.0;17761;308.54886;308.0;236.06918
108;1;54;2079;128.33345;547.3463;534.0;18057;308.2012;307.0;239.14511
109;1;55;2104;128.36035;545.2186;531.0;18289;307.18542;305.0;238.0332
110;1;56;2074;128.9187;542.6663;529.0;18502;306.30423;304.0;236.36209
111;1;57;2052;126.76939;537.65936;525.5;18687;304.6545;302.0;233.00485
112;1;58;2049;123.88022;531.7252;521.0;18860;302.33453;300.0;229.39069
113;1;59;2018;121.79261;528.37164;516.5;18991;299.7003;298.0;228.67136
114;1;60;1984;123.2127;521.61444;504.0;19070;297.9924;297.0;223.62204
115;1;61;1923;120.41518;519.67395;502.0;19167;295.79483;294.0;223.87912
116;1;62;1854;119.75463;517.77344;501.0;19219;293.91702;293.0;223.85641
117;1;63;1807;117.4133;512.7482;489.0;19276;292.00092;291.0;220.74731
118;1;64;1826;111.82202;510.4288;487.0;19354;289.81726;290.0;220.61154
119;1;65;1731;112.398636;516.9445;496.0;19400;289.43387;291.0;227.51065
120;1;66;1595;110.86065;524.5624;514.0;19419;288.91287;290.0;235.6495
121;1;67;1556;100.573746;521.77826;521.0;19404;287.21375;289.0;234.56451
122;1;68;1508;93.97247;522.00995;529.0;19370;285.74017;287.0;236.26978
123;1;69;1444;87.971115;521.81024;533.0;19367;283.79675;286.0;238.01349
124;1;70;1407;81.9342;508.7015;514.0;19346;281.66418;283.0;227.03732
125;1;71;1341;78.095795;499.46533;495.0;19320;280.00433;281.0;219.461
126;1;72;1252;83.3462;497.46005;495.0;19286;278.87018;279.0;218.58987
127;1;73;1152;88.99868;494.3533;481.5;19264;278.1737;278.0;216.1796
128;1;74;1018;87.90796;488.68665;470.0;19232;277.1171;277.0;211.56955
129;1;75;891;92.004875;487.01907;465.0;19189;275.4984;276.0;211.52066
130;1;76;768;92.74675;480.20963;452.0;19113;274.54907;275.0;205.66055
131;1;77;575;80.49829;463.1548;445.0;19038;273.68173;275.0;189.47305
132;1;78;396;74.72434;452.05304;435.5;18955;272.46652;274.0;179.58652
133;1;79;288;65.65079;434.8264;418.0;18863;271.16486;273.0;163.66153
134;1;80;143;49.694775;417.17484;408.0;18775;270.5764;273.0;146.59845
135;1;81;25;33.582233;389.56;389.0;18697;269.40097;273.0;120.15903
136;2;61;61;21.168688;424.42624;424.0;13489;337.50885;349.0;86.91739
137;2;62;138;15.955643;432.8623;433.0;13664;339.5108;349.0;93.3515
138;2;63;222;14.284889;438.97748;439.0;13848;339.0558;348.0;99.92169
139;2;64;323;18.842806;445.43964;446.0;14112;335.97012;346.0;109.46951
140;2;65;388;23.924343;447.26288;449.0;14366;334.05536;343.0;113.20752
141;2;66;460;23.878796;448.73044;448.0;14599;333.05417;342.0;115.67627
142;2;67;524;27.309097;450.4275;450.0;14800;331.6165;341.0;118.811005
143;2;68;581;29.60125;453.3735;452.0;15001;329.03787;338.0;124.33563
144;2;69;655;29.419176;451.81528;449.0;15245;325.96133;334.0;125.85394
145;2;70;695;28.718012;453.16403;451.0;15506;322.96213;332.0;130.2019
146;2;71;720;32.22928;453.7764;452.0;15638;320.54135;331.0;133.23505
147;2;72;761;32.68805;454.00394;451.0;15740;319.02008;329.0;134.98386
148;2;73;785;34.446804;452.6637;449.0;15832;317.9837;328.0;134.68
149;2;74;738;34.623882;455.52032;450.0;15894;317.91125;327.0;137.60907
150;2;75;750;35.111095;456.11066;451.0;15929;317.03702;327.0;139.07364
151;2;76;736;31.186409;459.94565;455.0;15957;316.5601;327.0;143.38556
152;2;77;714;33.00848;460.15967;456.0;15964;316.06683;326.0;144.09283
153;2;78;689;34.532127;460.1553;456.0;15982;315.0487;325.0;145.1066
154;2;79;660;34.221294;458.99698;456.0;15979;314.30478;324.0;144.6922
155;2;80;678;35.18155;455.37317;453.0;15953;313.40427;323.0;141.9689
156;2;81;688;33.42067;455.35464;451.0;15941;312.3263;323.0;143.02835
157;2;82;698;35.15633;456.16333;454.0;15929;311.70068;322.0;144.46265
158;2;83;712;35.68581;458.66855;457.0;15898;310.3371;321.0;148.33145
159;2;84;712;35.26216;462.4354;462.5;15864;308.9832;320.0;153.45221
160;2;85;748;34.523685;462.5829;464.0;15815;307.05502;319.0;155.52786
161;2;86;771;34.62319;464.38263;468.0;15767;305.0121;316.0;159.37054
162;2;87;798;36.84407;464.1717;469.0;15721;303.21518;314.0;160.95651
163;2;88;810;36.56833;465.88147;472.0;15664;301.50323;313.0;164.37823
164;2;89;829;37.9822;467.2256;475.0;15595;299.7201;310.0;167.5055
165;2;90;842;39.58577;466.16864;475.0;15524;297.976;309.0;168.19263
166;2;91;858;37.43783;463.78787;474.0;15447;296.1772;309.0;167.61069
167;2;92;924;39.272457;457.61365;466.5;15376;294.50394;307.0;163.10971
168;2;93;938;37.44876;451.45203;458.0;15285;294.07025;305.0;157.38177
169;2;94;942;34.908455;442.7686;442.0;15170;294.3872;304.0;148.38138
170;2;95;893;34.02724;436.9317;436.0;15085;295.24802;303.0;141.68369
171;2;96;912;33.02741;430.3695;429.0;14952;296.45013;304.0;133.91937
172;2;97;861;32.388725;424.39838;423.0;14831;298.15253;304.0;126.24585
173;2;98;761;30.846605;421.59528;419.0;14691;299.5585;304.0;122.03677
174;2;99;717;29.536833;415.08926;415.0;14534;299.01917;304.0;116.0701
175;2;100;624;26.178469;410.76923;412.0;14383;298.77737;304.0;111.99185
176;2;101;487;20.015226;411.4538;411.0;14199;298.80887;304.0;112.64493
177;2;102;448;19.372747;403.9866;404.0;14020;298.47302;305.0;105.51358
178;2;103;373;15.619467;397.78015;399.0;13846;297.78558;305.0;99.99457
179;2;104;311;14.134741;392.99036;394.0;13629;296.6384;303.0;96.35196
180;2;105;273;14.440732;387.32602;388.0;13433;295.33844;303.0;91.98758
181;2;106;229;12.271312;380.99127;382.0;13211;293.69257;301.0;87.298706
182;2;107;171;10.347143;376.20468;375.0;12985;291.7491;300.0;84.45557
183;2;108;137;12.873534;369.60583;369.0;12766;289.48672;299.0;80.11911
184;2;109;54;9.694865;363.48148;363.0;12498;288.30884;298.0;75.17264
185;3;55;52;18.61451;272.0;269.5;18133;202.40988;199.0;69.59012
186;3;56;134;26.819595;301.80597;301.5;18249;200.7996;198.0;101.00636
187;3;57;233;45.578823;319.81546;323.0;18360;198.7187;194.0;121.096756
188;3;58;374;53.94903;336.44385;329.5;18449;197.09212;192.0;139.35173
189;3;59;527;64.86998;356.74384;357.0;18529;196.19075;192.0;160.55309
190;3;60;669;77.70282;378.58295;384.0;18589;195.61736;192.0;182.96559
191;3;61;789;83.14337;396.3346;408.0;18657;195.45517;193.0;200.87943
192;3;62;946;89.01927;408.30865;423.5;18695;195.21786;192.0;213.09079
193;3;63;1060;90.972435;423.3;439.5;18723;194.88348;192.0;228.4165
194;3;64;1155;90.72227;436.58008;454.0;18748;194.36594;191.0;242.21414
195;3;65;1308;101.15533;432.1598;459.0;18764;194.37672;191.5;237.78307
196;3;66;1431;101.953964;434.78058;468.0;18751;194.4877;191.0;240.29288
197;3;67;1542;102.470024;436.95786;468.5;18734;194.54083;191.0;242.41702
198;3;68;1678;109.21824;429.06854;459.0;18724;194.81967;191.0;234.24887
199;3;69;1825;108.01733;427.0274;448.0;18706;194.25165;191.0;232.77576
200;3;70;1897;105.80198;430.63312;450.0;18663;193.99588;190.0;236.63724
201;3;71;1935;103.53857;436.3695;455.0;18618;193.60559;190.0;242.76392
202;3;72;1974;101.5102;441.539;456.0;18561;192.97353;190.0;248.56548
203;3;73;2023;103.44787;442.1562;455.0;18495;192.39946;189.0;249.75673
204;3;74;2077;103.3647;442.30716;452.0;18423;191.7644;189.0;250.54276
205;3;75;2148;103.09492;441.97345;447.0;18346;191.50691;189.0;250.46654
206;3;76;2244;103.66058;442.9443;447.0;18285;191.12418;188.0;251.82013
207;3;77;2335;102.800064;444.09766;447.0;18217;190.47765;188.0;253.62001
208;3;78;2397;101.86508;444.04547;442.0;18146;189.91815;188.0;254.12732
209;3;79;2484;101.13233;441.46378;443.5;18063;189.03107;187.0;252.43271
210;3;80;2536;99.30932;439.98068;444.0;17957;188.42598;186.0;251.5547
211;3;81;2629;99.47619;436.13922;441.0;17882;187.29391;185.0;248.8453
212;3;82;2689;100.35836;435.72888;439.0;17787;186.21109;183.0;249.51779
213;3;83;2717;101.80447;434.95215;440.0;17665;185.3472;183.0;249.60495
214;3;84;2738;102.90235;432.96457;440.0;17522;184.67986;183.0;248.28471
215;3;85;2746;102.312325;430.44354;444.0;17394;184.44354;182.0;246.0
216;3;86;2751;100.91201;428.751;445.0;17247;184.82022;183.0;243.93079
217;3;87;2727;97.949455;428.82654;447.0;17072;185.72116;184.0;243.10538
218;3;88;2732;97.49288;429.10248;451.5;16883;185.9133;185.0;243.18918
219;3;89;2711;96.700195;429.88565;454.0;16710;185.99179;185.0;243.89386
220;3;90;2670;96.09221;430.25055;456.0;16481;185.9533;184.0;244.29726
221;3;91;2635;95.411095;428.811;456.0;16304;185.32855;184.0;243.48245
222;3;92;2613;94.14008;425.95407;453.0;16136;184.69334;183.0;241.26073
223;3;93;2577;90.645355;423.98682;447.0;15933;184.10123;183.0;239.88559
224;3;94;2535;87.14821;421.43906;445.0;15682;183.34792;182.0;238.09114
225;3;95;2449;82.97362;419.30664;441.0;15404;182.62749;181.0;236.67915
226;3;96;2371;78.77137;415.07632;436.0;15148;181.70572;180.0;233.3706
227;3;97;2273;75.666115;410.22482;427.0;14909;180.76875;179.0;229.45607
228;3;98;2181;72.290016;402.1128;416.0;14665;180.02731;179.0;222.08548
229;3;99;2059;70.48465;393.20203;405.0;14411;179.97433;179.0;213.22769
230;3;100;1894;69.71375;389.69324;402.0;14141;179.96791;179.0;209.72533
231;3;101;1743;66.85968;387.3494;399.0;13874;179.44408;179.0;207.90532
232;3;102;1635;66.76128;380.2954;388.0;13612;178.85222;178.0;201.44319
233;3;103;1444;64.11951;381.04016;391.0;13282;178.46039;178.0;202.57977
234;3;104;1310;59.0986;382.30612;391.0;12976;177.1951;177.0;205.11102
235;3;105;1198;57.729446;381.06763;390.0;12644;176.10397;175.0;204.96365
236;3;106;1093;56.20158;378.70996;391.0;12307;175.03246;174.0;203.6775
237;3;107;1018;56.360466;372.59528;386.0;11991;173.85983;173.0;198.73544
238;3;108;932;52.76769;370.01074;380.0;11633;172.7017;172.0;197.30904
239;3;109;883;54.754112;362.2537;371.0;11292;171.252;171.0;191.0017
240;3;110;758;53.751633;364.28497;373.0;10912;170.38841;170.0;193.89656
241;3;111;673;50.66522;364.54532;371.0;10573;168.98303;169.0;195.56229
242;3;112;604;49.175903;358.1639;363.5;10224;167.67818;167.0;190.48573
243;3;113;513;47.700047;355.0039;357.0;9869;166.57172;167.0;188.43219
244;3;114;406;39.559254;352.4803;352.5;9499;166.00034;166.0;186.47995
245;3;115;331;35.66644;338.20242;337.0;9130;164.98431;166.0;173.21811
246;3;116;211;36.60084;341.23697;342.0;8762;163.96013;165.0;177.27684
247;3;117;140;34.800137;330.02142;327.0;8376;162.46637;164.0;167.55505
248;3;118;58;29.49413;338.31033;346.5;7985;161.68109;164.0;176.62924
249;3;119;44;25.533916;328.70456;329.5;7605;160.0828;163.0;168.62177
250;3;120;27;16.360731;308.74075;310.0;7241;158.99792;162.0;149.74283
251;4;80;24;13.0189495;190.41667;192.5;17046;152.06157;150.0;38.355103
252;4;81;55;20.271677;195.4909;195.0;17008;152.67186;152.0;42.819046
253;4;82;114;30.627682;198.64035;203.5;16984;153.41103;152.0;45.229324
254;4;83;173;37.10037;205.04625;209.0;16941;153.57944;152.0;51.466812
255;4;84;276;40.11696;209.8116;208.0;16899;153.11304;152.0;56.698563
256;4;85;373;36.271156;218.35657;216.0;16842;152.4696;152.0;65.88696
257;4;86;489;45.674187;220.34355;218.0;16823;151.39868;151.0;68.94487
258;4;87;535;52.73606;232.71776;228.0;16790;150.65204;150.0;82.06572
259;4;88;636;57.697495;249.33018;246.0;16751;149.8793;149.0;99.45088
260;4;89;712;73.48091;270.70505;268.5;16682;149.03357;149.0;121.67148
261;4;90;714;83.0752;295.06723;294.0;16607;148.96199;148.0;146.10524
262;4;91;726;82.50028;304.49173;305.0;16508;149.06526;148.0;155.42647
263;4;92;734;88.75919;311.30927;320.0;16392;149.93007;149.0;161.3792
264;4;93;738;91.76888;315.35095;326.0;16269;150.79834;149.0;164.55261
265;4;94;768;95.22467;306.6107;315.0;16139;151.44662;149.0;155.16406
266;4;95;779;104.00516;301.5982;308.0;15996;151.50798;150.0;150.09023
267;4;96;726;107.656456;310.86365;328.0;15828;151.07787;149.0;159.78578
268;4;97;682;103.767654;314.84018;333.5;15643;150.91644;149.0;163.92374
269;4;98;558;94.059654;337.7921;357.5;15476;151.34796;151.0;186.44415
270;4;99;575;93.22008;330.81216;347.0;15273;151.41795;151.0;179.39421
271;4;100;611;87.016;314.52536;328.0;15062;151.10484;151.0;163.42052
272;4;101;587;86.03957;307.17377;313.0;14832;150.886;152.0;156.28777
273;4;102;558;85.2046;305.7079;311.5;14608;150.4622;152.0;155.24568
274;4;103;541;81.030495;297.72458;303.0;14368;149.68452;152.0;148.04005
275;4;104;600;85.30382;276.735;265.0;14114;148.94946;152.0;127.78552
276;4;105;645;83.52987;259.68683;227.0;13866;148.16489;151.0;111.52194
277;4;106;571;75.332016;254.15587;227.0;13579;146.58925;150.0;107.56662
278;4;107;550;70.97017;241.81636;219.0;13270;144.05746;148.0;97.758896
279;4;108;576;65.83398;233.63889;211.0;12994;141.9557;147.0;91.68318
280;4;109;552;58.602005;232.63768;220.0;12701;140.5961;146.0;92.04158
281;4;110;544;57.393593;232.43015;223.0;12415;139.35153;146.0;93.07861
282;4;111;520;55.15628;241.98846;236.0;12092;139.05634;146.0;102.93213
283;4;112;557;59.802998;239.18492;229.0;11747;138.40608;146.0;100.77884
284;4;113;482;64.63028;243.18672;231.0;11411;137.94473;145.0;105.24199
285;4;114;444;62.252125;241.04054;228.0;11077;137.13731;145.0;103.90323
286;4;115;418;59.182926;245.21532;235.0;10762;136.46423;145.0;108.75108
287;4;116;367;49.871002;243.76567;237.0;10430;136.26593;144.0;107.49974
288;4;117;336;48.84666;243.875;239.0;10092;136.69844;145.0;107.17656
289;4;118;291;49.027153;235.03436;232.0;9732;136.88889;145.0;98.14548
290;4;119;276;62.98355;237.39493;230.0;9387;135.74141;144.0;101.65352
291;4;120;248;51.24242;235.43146;228.0;8997;134.58487;144.0;100.84659
292;4;121;243;49.635918;231.06584;229.0;8600;132.8758;144.0;98.19005
293;4;122;222;44.038277;233.82433;233.0;8183;131.02173;143.0;102.8026
294;4;123;208;45.390293;248.0;246.0;7737;131.43459;144.0;116.565414
295;4;124;190;58.317333;248.1;244.0;7295;131.32385;144.0;116.77615
296;4;125;151;61.33236;245.649;243.0;6823;129.35477;141.0;116.294235
297;4;126;109;47.16332;245.22935;236.0;6336;126.18773;139.0;119.041626
298;4;127;75;42.180515;233.24;230.0;5842;122.706436;135.0;110.53357
299;4;128;52;47.889;219.09616;218.0;5347;118.2576;132.0;100.83856
300;4;129;46;46.126297;222.86957;226.5;4803;118.09628;135.0;104.773285
301;5;59;10;16.797619;227.2;231.5;15612;167.62685;166.0;59.57315
302;5;60;74;25.383806;245.01352;246.5;15762;167.6969;167.0;77.31662
303;5;61;228;30.675817;266.79385;268.0;15918;167.01025;167.0;99.7836
304;5;62;407;42.567005;284.52087;285.0;16101;166.11954;167.0;118.40134
305;5;63;548;50.172466;306.19342;308.0;16244;165.65482;166.0;140.5386
306;5;64;743;63.516865;319.68774;320.0;16407;165.39645;165.0;154.29129
307;5;65;978;69.79079;332.13803;331.5;16564;164.49269;164.0;167.64534
308;5;66;1146;70.64361;350.5794;355.5;16731;163.55214;163.0;187.02727
309;5;67;1356;73.13761;361.36652;368.0;16865;162.78954;163.0;198.57698
310;5;68;1538;75.26358;369.99936;378.0;16996;162.59341;162.0;207.40594
311;5;69;1702;76.275375;376.8678;393.0;17100;162.53941;162.0;214.32838
312;5;70;1817;75.07868;384.05835;402.0;17169;162.57465;162.0;221.4837
313;5;71;1931;73.38401;389.29208;408.0;17224;162.35605;163.0;226.93604
314;5;72;2015;73.327545;393.21835;415.0;17264;162.47643;162.0;230.74193
315;5;73;2096;73.06184;394.49905;416.0;17296;162.37697;162.0;232.12209
316;5;74;2203;72.98615;392.31503;409.0;17331;161.87189;162.0;230.44315
317;5;75;2253;71.75768;392.336;403.0;17347;161.76732;162.0;230.56868
318;5;76;2347;75.439026;388.32468;397.0;17316;161.87895;163.0;226.44572
319;5;77;2422;79.414505;383.5157;387.0;17283;162.32407;163.0;221.19162
320;5;78;2481;80.502304;379.8436;379.0;17228;162.46904;163.0;217.37456
321;5;79;2534;80.83999;376.87805;373.0;17159;162.24478;163.0;214.63327
322;5;80;2591;79.8857;374.3794;369.0;17078;161.91344;163.0;212.46596
323;5;81;2674;80.40538;370.70493;368.0;17005;161.60568;163.0;209.09924
324;5;82;2759;79.1305;369.4121;368.0;16951;161.24507;163.0;208.16704
325;5;83;2834;79.8845;366.88672;366.0;16900;161.02524;163.0;205.86148
326;5;84;2921;79.48453;364.3663;364.0;16850;160.84593;163.0;203.52037
327;5;85;3012;79.610725;363.3672;364.0;16778;161.0818;164.0;202.28539
328;5;86;3034;77.9292;368.46704;371.0;16706;161.51682;164.0;206.95023
329;5;87;3020;78.56058;372.84436;377.0;16637;162.10773;165.0;210.73663
330;5;88;3054;81.03912;372.23215;377.0;16554;162.52237;166.0;209.70978
331;5;89;3092;83.08192;370.04205;374.0;16465;163.12361;166.0;206.91844
332;5;90;3146;84.30481;367.47043;369.0;16357;163.66664;166.0;203.80379
333;5;91;3179;84.841125;365.6502;364.0;16244;164.19733;166.0;201.45288
334;5;92;3178;85.12001;364.7574;360.0;16118;164.7418;165.0;200.01558
335;5;93;3134;85.04394;365.2859;360.0;15982;164.89781;166.0;200.38808
336;5;94;3066;86.096016;365.57404;359.0;15837;165.69;166.0;199.88403
337;5;95;2989;86.98249;365.59888;360.0;15681;166.46274;167.0;199.13614
338;5;96;2916;87.110794;364.45575;359.0;15522;167.3185;168.0;197.13725
339;5;97;2835;86.032845;363.52664;359.0;15325;168.15764;168.0;195.369
340;5;98;2737;85.56987;363.768;358.0;15116;168.7714;168.0;194.99661
341;5;99;2684;86.99679;362.7336;356.0;14906;169.0257;168.0;193.70792
342;5;100;2618;86.89941;363.0997;354.0;14665;169.17166;167.0;193.92804
343;5;101;2541;87.37498;363.69934;356.0;14479;169.53761;167.0;194.16173
344;5;102;2507;87.24513;363.6865;358.0;14235;169.33646;167.0;194.35004
345;5;103;2489;86.56228;363.60468;355.0;14001;168.7699;167.0;194.83478
346;5;104;2469;87.08038;363.94128;359.0;13732;168.13913;167.0;195.80215
347;5;105;2436;85.534256;365.88382;367.0;13486;167.13972;167.0;198.7441
348;5;106;2423;84.35695;366.45853;368.0;13195;166.01096;166.0;200.44757
349;5;107;2359;82.97068;366.9928;371.0;12897;164.83498;165.0;202.15782
350;5;108;2324;82.82239;364.18805;369.0;12584;163.13226;164.0;201.05579
351;5;109;2282;82.314926;361.15775;364.0;12293;161.85606;163.0;199.30168
